Sample in Buffer,Sample in Window,TRIGGER,design_1_i/util_ds_buf_0_BUFG_O,design_1_i/xadc_slice_Dout[11:0]
9925,9925,0,1,1012
9926,9926,0,1,1014
9927,9927,0,1,1017
9928,9928,0,1,1016
9929,9929,0,1,1018
9930,9930,0,1,1016
9931,9931,0,1,1015
9932,9932,0,1,1014
9933,9933,0,1,1013
9934,9934,0,1,1013
9935,9935,0,1,1015
9936,9936,0,1,1012
9937,9937,0,1,1016
9938,9938,0,1,1014
9939,9939,0,1,1016
9940,9940,0,1,1015
9941,9941,0,1,1017
9942,9942,0,1,1015
9943,9943,0,1,1015
9944,9944,0,1,1016
9945,9945,0,1,1017
9946,9946,0,1,1016
9947,9947,0,1,1017
9948,9948,0,1,1016
9949,9949,0,1,1014
9950,9950,0,1,1001
9951,9951,0,1,984
9952,9952,0,1,968
9953,9953,0,1,959
9954,9954,0,1,951
9955,9955,0,1,950
9956,9956,0,1,946
9957,9957,0,1,946
9958,9958,0,1,943
9959,9959,0,1,945
9960,9960,0,1,943
9961,9961,0,1,943
9962,9962,0,1,942
9963,9963,0,1,944
9964,9964,0,1,943
9965,9965,0,1,943
9966,9966,0,1,942
9967,9967,0,1,944
9968,9968,0,1,943
9969,9969,0,1,943
9970,9970,0,1,943
9971,9971,0,1,942
9972,9972,0,1,942
9973,9973,0,1,942
9974,9974,0,1,942
9975,9975,0,1,942
9976,9976,0,1,942
9977,9977,0,1,942
9978,9978,0,1,942
9979,9979,0,1,942
9980,9980,0,1,942
9981,9981,0,1,943
9982,9982,0,1,942
9983,9983,0,1,944
9984,9984,0,1,947
9985,9985,0,1,965
9986,9986,0,1,983
9987,9987,0,1,993
9988,9988,0,1,1003
9989,9989,0,1,1007
9990,9990,0,1,1007
9991,9991,0,1,1011
9992,9992,0,1,1013
9993,9993,0,1,1011
9994,9994,0,1,1014
9995,9995,0,1,1014
9996,9996,0,1,1016
9997,9997,0,1,1015
9998,9998,0,1,1014
9999,9999,0,1,1015
10000,10000,0,1,1015
10001,10001,0,1,1014
10002,10002,0,1,1003
10003,10003,0,1,985
10004,10004,0,1,974
10005,10005,0,1,961
10006,10006,0,1,954
10007,10007,0,1,951
10008,10008,0,1,949
10009,10009,0,1,947
10010,10010,0,1,945
10011,10011,0,1,942
10012,10012,0,1,946
10013,10013,0,1,943
10014,10014,0,1,945
10015,10015,0,1,943
10016,10016,0,1,943
10017,10017,0,1,942
10018,10018,0,1,945
10019,10019,0,1,952
10020,10020,0,1,971
10021,10021,0,1,986
10022,10022,0,1,996
10023,10023,0,1,1003
10024,10024,0,1,1008
10025,10025,0,1,1009
10026,10026,0,1,1012
10027,10027,0,1,1013
10028,10028,0,1,1013
10029,10029,0,1,1013
10030,10030,0,1,1015
10031,10031,0,1,1016
10032,10032,0,1,1017
10033,10033,0,1,1015
10034,10034,0,1,1014
10035,10035,0,1,1016
10036,10036,0,1,1014
10037,10037,0,1,1014
10038,10038,0,1,1016
10039,10039,0,1,1018
10040,10040,0,1,1016
10041,10041,0,1,1016
10042,10042,0,1,1018
10043,10043,0,1,1017
10044,10044,0,1,1016
10045,10045,0,1,1015
10046,10046,0,1,1016
10047,10047,0,1,1015
10048,10048,0,1,1016
10049,10049,0,1,1017
10050,10050,0,1,1017
10051,10051,0,1,1015
10052,10052,0,1,1015
10053,10053,0,1,1014
10054,10054,0,1,1002
10055,10055,0,1,986
10056,10056,0,1,972
10057,10057,0,1,961
10058,10058,0,1,955
10059,10059,0,1,950
10060,10060,0,1,949
10061,10061,0,1,944
10062,10062,0,1,947
10063,10063,0,1,945
10064,10064,0,1,945
10065,10065,0,1,944
10066,10066,0,1,944
10067,10067,0,1,943
10068,10068,0,1,943
10069,10069,0,1,943
10070,10070,0,1,942
10071,10071,0,1,952
10072,10072,0,1,966
10073,10073,0,1,982
10074,10074,0,1,994
10075,10075,0,1,1001
10076,10076,0,1,1004
10077,10077,0,1,1009
10078,10078,0,1,1011
10079,10079,0,1,1014
10080,10080,0,1,1013
10081,10081,0,1,1015
10082,10082,0,1,1015
10083,10083,0,1,1016
10084,10084,0,1,1017
10085,10085,0,1,1017
10086,10086,0,1,1013
10087,10087,0,1,1014
10088,10088,0,1,1011
10089,10089,0,1,999
10090,10090,0,1,982
10091,10091,0,1,970
10092,10092,0,1,961
10093,10093,0,1,952
10094,10094,0,1,950
10095,10095,0,1,947
10096,10096,0,1,942
10097,10097,0,1,945
10098,10098,0,1,945
10099,10099,0,1,942
10100,10100,0,1,943
10101,10101,0,1,942
10102,10102,0,1,944
10103,10103,0,1,943
10104,10104,0,1,942
10105,10105,0,1,945
10106,10106,0,1,955
10107,10107,0,1,972
10108,10108,0,1,987
10109,10109,0,1,998
10110,10110,0,1,1004
10111,10111,0,1,1009
10112,10112,0,1,1011
10113,10113,0,1,1014
10114,10114,0,1,1014
10115,10115,0,1,1015
10116,10116,0,1,1012
10117,10117,0,1,1015
10118,10118,0,1,1016
10119,10119,0,1,1016
10120,10120,0,1,1015
10121,10121,0,1,1015
10122,10122,0,1,1016
10123,10123,0,1,1008
10124,10124,0,1,993
10125,10125,0,1,979
10126,10126,0,1,968
10127,10127,0,1,958
10128,10128,0,1,953
10129,10129,0,1,949
10130,10130,0,1,947
10131,10131,0,1,946
10132,10132,0,1,943
10133,10133,0,1,944
10134,10134,0,1,944
10135,10135,0,1,943
10136,10136,0,1,943
10137,10137,0,1,944
10138,10138,0,1,942
10139,10139,0,1,942
10140,10140,0,1,943
10141,10141,0,1,943
10142,10142,0,1,945
10143,10143,0,1,944
10144,10144,0,1,944
10145,10145,0,1,946
10146,10146,0,1,943
10147,10147,0,1,944
10148,10148,0,1,945
10149,10149,0,1,943
10150,10150,0,1,946
10151,10151,0,1,945
10152,10152,0,1,943
10153,10153,0,1,942
10154,10154,0,1,944
10155,10155,0,1,940
10156,10156,0,1,943
10157,10157,0,1,943
10158,10158,0,1,955
10159,10159,0,1,972
10160,10160,0,1,988
10161,10161,0,1,997
10162,10162,0,1,1003
10163,10163,0,1,1007
10164,10164,0,1,1011
10165,10165,0,1,1013
10166,10166,0,1,1014
10167,10167,0,1,1014
10168,10168,0,1,1016
10169,10169,0,1,1018
10170,10170,0,1,1016
10171,10171,0,1,1017
10172,10172,0,1,1018
10173,10173,0,1,1016
10174,10174,0,1,1017
10175,10175,0,1,1015
10176,10176,0,1,1016
10177,10177,0,1,1014
10178,10178,0,1,1015
10179,10179,0,1,1015
10180,10180,0,1,1015
10181,10181,0,1,1015
10182,10182,0,1,1016
10183,10183,0,1,1017
10184,10184,0,1,1016
10185,10185,0,1,1019
10186,10186,0,1,1018
10187,10187,0,1,1017
10188,10188,0,1,1018
10189,10189,0,1,1018
10190,10190,0,1,1018
10191,10191,0,1,1016
10192,10192,0,1,1015
10193,10193,0,1,1002
10194,10194,0,1,987
10195,10195,0,1,971
10196,10196,0,1,962
10197,10197,0,1,955
10198,10198,0,1,953
10199,10199,0,1,947
10200,10200,0,1,947
10201,10201,0,1,946
10202,10202,0,1,944
10203,10203,0,1,945
10204,10204,0,1,943
10205,10205,0,1,944
10206,10206,0,1,942
10207,10207,0,1,945
10208,10208,0,1,944
10209,10209,0,1,945
10210,10210,0,1,953
10211,10211,0,1,970
10212,10212,0,1,987
10213,10213,0,1,998
10214,10214,0,1,1004
10215,10215,0,1,1009
10216,10216,0,1,1013
10217,10217,0,1,1015
10218,10218,0,1,1016
10219,10219,0,1,1016
10220,10220,0,1,1015
10221,10221,0,1,1014
10222,10222,0,1,1016
10223,10223,0,1,1017
10224,10224,0,1,1017
10225,10225,0,1,1017
10226,10226,0,1,1016
10227,10227,0,1,1013
10228,10228,0,1,996
10229,10229,0,1,983
10230,10230,0,1,969
10231,10231,0,1,961
10232,10232,0,1,953
10233,10233,0,1,951
10234,10234,0,1,946
10235,10235,0,1,946
10236,10236,0,1,946
10237,10237,0,1,944
10238,10238,0,1,943
10239,10239,0,1,943
10240,10240,0,1,943
10241,10241,0,1,942
10242,10242,0,1,944
10243,10243,0,1,946
10244,10244,0,1,945
10245,10245,0,1,943
10246,10246,0,1,943
10247,10247,0,1,945
10248,10248,0,1,944
10249,10249,0,1,945
10250,10250,0,1,943
10251,10251,0,1,944
10252,10252,0,1,944
10253,10253,0,1,946
10254,10254,0,1,943
10255,10255,0,1,945
10256,10256,0,1,945
10257,10257,0,1,945
10258,10258,0,1,943
10259,10259,0,1,944
10260,10260,0,1,944
10261,10261,0,1,946
10262,10262,0,1,954
10263,10263,0,1,972
10264,10264,0,1,986
10265,10265,0,1,995
10266,10266,0,1,1003
10267,10267,0,1,1009
10268,10268,0,1,1011
10269,10269,0,1,1015
10270,10270,0,1,1014
10271,10271,0,1,1016
10272,10272,0,1,1017
10273,10273,0,1,1016
10274,10274,0,1,1017
10275,10275,0,1,1018
10276,10276,0,1,1019
10277,10277,0,1,1015
10278,10278,0,1,1017
10279,10279,0,1,1017
10280,10280,0,1,1016
10281,10281,0,1,1017
10282,10282,0,1,1019
10283,10283,0,1,1016
10284,10284,0,1,1016
10285,10285,0,1,1018
10286,10286,0,1,1019
10287,10287,0,1,1017
10288,10288,0,1,1017
10289,10289,0,1,1016
10290,10290,0,1,1016
10291,10291,0,1,1015
10292,10292,0,1,1015
10293,10293,0,1,1017
10294,10294,0,1,1019
10295,10295,0,1,1017
10296,10296,0,1,1017
10297,10297,0,1,1005
10298,10298,0,1,990
10299,10299,0,1,975
10300,10300,0,1,964
10301,10301,0,1,957
10302,10302,0,1,951
10303,10303,0,1,948
10304,10304,0,1,946
10305,10305,0,1,946
10306,10306,0,1,947
10307,10307,0,1,944
10308,10308,0,1,944
10309,10309,0,1,944
10310,10310,0,1,944
10311,10311,0,1,943
10312,10312,0,1,945
10313,10313,0,1,943
10314,10314,0,1,950
10315,10315,0,1,970
10316,10316,0,1,986
10317,10317,0,1,996
10318,10318,0,1,1002
10319,10319,0,1,1008
10320,10320,0,1,1012
10321,10321,0,1,1012
10322,10322,0,1,1012
10323,10323,0,1,1013
10324,10324,0,1,1015
10325,10325,0,1,1014
10326,10326,0,1,1014
10327,10327,0,1,1016
10328,10328,0,1,1018
10329,10329,0,1,1018
10330,10330,0,1,1019
10331,10331,0,1,1014
10332,10332,0,1,1003
10333,10333,0,1,984
10334,10334,0,1,970
10335,10335,0,1,962
10336,10336,0,1,954
10337,10337,0,1,951
10338,10338,0,1,949
10339,10339,0,1,947
10340,10340,0,1,945
10341,10341,0,1,944
10342,10342,0,1,943
10343,10343,0,1,941
10344,10344,0,1,944
10345,10345,0,1,945
10346,10346,0,1,943
10347,10347,0,1,944
10348,10348,0,1,946
10349,10349,0,1,955
10350,10350,0,1,974
10351,10351,0,1,987
10352,10352,0,1,996
10353,10353,0,1,1003
10354,10354,0,1,1008
10355,10355,0,1,1011
10356,10356,0,1,1015
10357,10357,0,1,1016
10358,10358,0,1,1013
10359,10359,0,1,1017
10360,10360,0,1,1016
10361,10361,0,1,1015
10362,10362,0,1,1016
10363,10363,0,1,1016
10364,10364,0,1,1016
10365,10365,0,1,1016
10366,10366,0,1,1008
10367,10367,0,1,996
10368,10368,0,1,979
10369,10369,0,1,966
10370,10370,0,1,959
10371,10371,0,1,953
10372,10372,0,1,953
10373,10373,0,1,951
10374,10374,0,1,945
10375,10375,0,1,947
10376,10376,0,1,947
10377,10377,0,1,947
10378,10378,0,1,943
10379,10379,0,1,945
10380,10380,0,1,943
10381,10381,0,1,943
10382,10382,0,1,943
10383,10383,0,1,944
10384,10384,0,1,942
10385,10385,0,1,943
10386,10386,0,1,943
10387,10387,0,1,945
10388,10388,0,1,943
10389,10389,0,1,946
10390,10390,0,1,943
10391,10391,0,1,944
10392,10392,0,1,943
10393,10393,0,1,943
10394,10394,0,1,944
10395,10395,0,1,945
10396,10396,0,1,944
10397,10397,0,1,944
10398,10398,0,1,943
10399,10399,0,1,942
10400,10400,0,1,943
10401,10401,0,1,952
10402,10402,0,1,972
10403,10403,0,1,987
10404,10404,0,1,995
10405,10405,0,1,1004
10406,10406,0,1,1007
10407,10407,0,1,1010
10408,10408,0,1,1012
10409,10409,0,1,1013
10410,10410,0,1,1014
10411,10411,0,1,1017
10412,10412,0,1,1017
10413,10413,0,1,1017
10414,10414,0,1,1017
10415,10415,0,1,1017
10416,10416,0,1,1018
10417,10417,0,1,1019
10418,10418,0,1,1015
10419,10419,0,1,1018
10420,10420,0,1,1018
10421,10421,0,1,1013
10422,10422,0,1,1016
10423,10423,0,1,1016
10424,10424,0,1,1016
10425,10425,0,1,1016
10426,10426,0,1,1018
10427,10427,0,1,1016
10428,10428,0,1,1017
10429,10429,0,1,1016
10430,10430,0,1,1015
10431,10431,0,1,1017
10432,10432,0,1,1018
10433,10433,0,1,1018
10434,10434,0,1,1017
10435,10435,0,1,1015
10436,10436,0,1,1004
10437,10437,0,1,987
10438,10438,0,1,974
10439,10439,0,1,961
10440,10440,0,1,956
10441,10441,0,1,951
10442,10442,0,1,948
10443,10443,0,1,944
10444,10444,0,1,945
10445,10445,0,1,945
10446,10446,0,1,946
10447,10447,0,1,944
10448,10448,0,1,946
10449,10449,0,1,946
10450,10450,0,1,943
10451,10451,0,1,944
10452,10452,0,1,943
10453,10453,0,1,951
10454,10454,0,1,970
10455,10455,0,1,984
10456,10456,0,1,996
10457,10457,0,1,1004
10458,10458,0,1,1009
10459,10459,0,1,1011
10460,10460,0,1,1014
10461,10461,0,1,1015
10462,10462,0,1,1018
10463,10463,0,1,1018
10464,10464,0,1,1017
10465,10465,0,1,1016
10466,10466,0,1,1017
10467,10467,0,1,1017
10468,10468,0,1,1017
10469,10469,0,1,1017
10470,10470,0,1,1012
10471,10471,0,1,998
10472,10472,0,1,983
10473,10473,0,1,969
10474,10474,0,1,960
10475,10475,0,1,954
10476,10476,0,1,950
10477,10477,0,1,950
10478,10478,0,1,947
10479,10479,0,1,944
10480,10480,0,1,946
10481,10481,0,1,945
10482,10482,0,1,943
10483,10483,0,1,947
10484,10484,0,1,945
10485,10485,0,1,946
10486,10486,0,1,945
10487,10487,0,1,947
10488,10488,0,1,957
10489,10489,0,1,973
10490,10490,0,1,990
10491,10491,0,1,1000
10492,10492,0,1,1006
10493,10493,0,1,1009
10494,10494,0,1,1012
10495,10495,0,1,1013
10496,10496,0,1,1014
10497,10497,0,1,1014
10498,10498,0,1,1017
10499,10499,0,1,1019
10500,10500,0,1,1016
10501,10501,0,1,1016
10502,10502,0,1,1017
10503,10503,0,1,1017
10504,10504,0,1,1016
10505,10505,0,1,1012
10506,10506,0,1,993
10507,10507,0,1,978
10508,10508,0,1,967
10509,10509,0,1,957
10510,10510,0,1,951
10511,10511,0,1,948
10512,10512,0,1,947
10513,10513,0,1,947
10514,10514,0,1,947
10515,10515,0,1,947
10516,10516,0,1,944
10517,10517,0,1,944
10518,10518,0,1,945
10519,10519,0,1,945
10520,10520,0,1,945
10521,10521,0,1,946
10522,10522,0,1,944
10523,10523,0,1,944
10524,10524,0,1,943
10525,10525,0,1,945
10526,10526,0,1,944
10527,10527,0,1,945
10528,10528,0,1,943
10529,10529,0,1,944
10530,10530,0,1,944
10531,10531,0,1,943
10532,10532,0,1,944
10533,10533,0,1,943
10534,10534,0,1,945
10535,10535,0,1,945
10536,10536,0,1,943
10537,10537,0,1,946
10538,10538,0,1,942
10539,10539,0,1,946
10540,10540,0,1,957
10541,10541,0,1,975
10542,10542,0,1,989
10543,10543,0,1,998
10544,10544,0,1,1006
10545,10545,0,1,1011
10546,10546,0,1,1014
10547,10547,0,1,1014
10548,10548,0,1,1014
10549,10549,0,1,1014
10550,10550,0,1,1015
10551,10551,0,1,1017
10552,10552,0,1,1018
10553,10553,0,1,1017
10554,10554,0,1,1018
10555,10555,0,1,1017
10556,10556,0,1,1019
10557,10557,0,1,1011
10558,10558,0,1,998
10559,10559,0,1,981
10560,10560,0,1,970
10561,10561,0,1,961
10562,10562,0,1,954
10563,10563,0,1,950
10564,10564,0,1,947
10565,10565,0,1,948
10566,10566,0,1,945
10567,10567,0,1,943
10568,10568,0,1,943
10569,10569,0,1,943
10570,10570,0,1,942
10571,10571,0,1,942
10572,10572,0,1,945
10573,10573,0,1,947
10574,10574,0,1,949
10575,10575,0,1,962
10576,10576,0,1,979
10577,10577,0,1,991
10578,10578,0,1,1000
10579,10579,0,1,1007
10580,10580,0,1,1009
10581,10581,0,1,1013
10582,10582,0,1,1015
10583,10583,0,1,1014
10584,10584,0,1,1014
10585,10585,0,1,1018
10586,10586,0,1,1017
10587,10587,0,1,1019
10588,10588,0,1,1020
10589,10589,0,1,1017
10590,10590,0,1,1018
10591,10591,0,1,1016
10592,10592,0,1,1017
10593,10593,0,1,1017
10594,10594,0,1,1018
10595,10595,0,1,1017
10596,10596,0,1,1018
10597,10597,0,1,1017
10598,10598,0,1,1019
10599,10599,0,1,1017
10600,10600,0,1,1019
10601,10601,0,1,1020
10602,10602,0,1,1019
10603,10603,0,1,1018
10604,10604,0,1,1018
10605,10605,0,1,1017
10606,10606,0,1,1018
10607,10607,0,1,1017
10608,10608,0,1,1017
10609,10609,0,1,1012
10610,10610,0,1,997
10611,10611,0,1,981
10612,10612,0,1,970
10613,10613,0,1,959
10614,10614,0,1,953
10615,10615,0,1,949
10616,10616,0,1,947
10617,10617,0,1,949
10618,10618,0,1,946
10619,10619,0,1,947
10620,10620,0,1,946
10621,10621,0,1,945
10622,10622,0,1,944
10623,10623,0,1,945
10624,10624,0,1,946
10625,10625,0,1,945
10626,10626,0,1,946
10627,10627,0,1,961
10628,10628,0,1,976
10629,10629,0,1,989
10630,10630,0,1,1001
10631,10631,0,1,1007
10632,10632,0,1,1011
10633,10633,0,1,1013
10634,10634,0,1,1014
10635,10635,0,1,1015
10636,10636,0,1,1016
10637,10637,0,1,1016
10638,10638,0,1,1016
10639,10639,0,1,1019
10640,10640,0,1,1018
10641,10641,0,1,1019
10642,10642,0,1,1018
10643,10643,0,1,1017
10644,10644,0,1,1010
10645,10645,0,1,994
10646,10646,0,1,977
10647,10647,0,1,966
10648,10648,0,1,957
10649,10649,0,1,952
10650,10650,0,1,948
10651,10651,0,1,947
10652,10652,0,1,945
10653,10653,0,1,945
10654,10654,0,1,946
10655,10655,0,1,946
10656,10656,0,1,945
10657,10657,0,1,946
10658,10658,0,1,944
10659,10659,0,1,946
10660,10660,0,1,944
10661,10661,0,1,950
10662,10662,0,1,966
10663,10663,0,1,983
10664,10664,0,1,993
10665,10665,0,1,1006
10666,10666,0,1,1008
10667,10667,0,1,1013
10668,10668,0,1,1013
10669,10669,0,1,1016
10670,10670,0,1,1016
10671,10671,0,1,1017
10672,10672,0,1,1015
10673,10673,0,1,1016
10674,10674,0,1,1017
10675,10675,0,1,1017
10676,10676,0,1,1017
10677,10677,0,1,1018
10678,10678,0,1,1015
10679,10679,0,1,1007
10680,10680,0,1,989
10681,10681,0,1,974
10682,10682,0,1,961
10683,10683,0,1,959
10684,10684,0,1,951
10685,10685,0,1,948
10686,10686,0,1,948
10687,10687,0,1,948
10688,10688,0,1,946
10689,10689,0,1,947
10690,10690,0,1,945
10691,10691,0,1,946
10692,10692,0,1,945
10693,10693,0,1,944
10694,10694,0,1,943
10695,10695,0,1,944
10696,10696,0,1,944
10697,10697,0,1,944
10698,10698,0,1,946
10699,10699,0,1,943
10700,10700,0,1,944
10701,10701,0,1,944
10702,10702,0,1,944
10703,10703,0,1,944
10704,10704,0,1,945
10705,10705,0,1,945
10706,10706,0,1,949
10707,10707,0,1,946
10708,10708,0,1,946
10709,10709,0,1,944
10710,10710,0,1,946
10711,10711,0,1,944
10712,10712,0,1,944
10713,10713,0,1,950
10714,10714,0,1,965
10715,10715,0,1,982
10716,10716,0,1,996
10717,10717,0,1,1001
10718,10718,0,1,1008
10719,10719,0,1,1010
10720,10720,0,1,1015
10721,10721,0,1,1015
10722,10722,0,1,1014
10723,10723,0,1,1017
10724,10724,0,1,1016
10725,10725,0,1,1013
10726,10726,0,1,1018
10727,10727,0,1,1018
10728,10728,0,1,1019
10729,10729,0,1,1018
10730,10730,0,1,1018
10731,10731,0,1,1006
10732,10732,0,1,990
10733,10733,0,1,974
10734,10734,0,1,963
10735,10735,0,1,958
10736,10736,0,1,952
10737,10737,0,1,949
10738,10738,0,1,948
10739,10739,0,1,948
10740,10740,0,1,948
10741,10741,0,1,943
10742,10742,0,1,946
10743,10743,0,1,944
10744,10744,0,1,945
10745,10745,0,1,945
10746,10746,0,1,946
10747,10747,0,1,947
10748,10748,0,1,953
10749,10749,0,1,967
10750,10750,0,1,984
10751,10751,0,1,997
10752,10752,0,1,1003
10753,10753,0,1,1007
10754,10754,0,1,1012
10755,10755,0,1,1014
10756,10756,0,1,1017
10757,10757,0,1,1016
10758,10758,0,1,1018
10759,10759,0,1,1017
10760,10760,0,1,1017
10761,10761,0,1,1017
10762,10762,0,1,1018
10763,10763,0,1,1018
10764,10764,0,1,1018
10765,10765,0,1,1017
10766,10766,0,1,1003
10767,10767,0,1,987
10768,10768,0,1,972
10769,10769,0,1,961
10770,10770,0,1,953
10771,10771,0,1,951
10772,10772,0,1,949
10773,10773,0,1,947
10774,10774,0,1,948
10775,10775,0,1,947
10776,10776,0,1,947
10777,10777,0,1,947
10778,10778,0,1,946
10779,10779,0,1,946
10780,10780,0,1,947
10781,10781,0,1,946
10782,10782,0,1,947
10783,10783,0,1,956
10784,10784,0,1,973
10785,10785,0,1,989
10786,10786,0,1,999
10787,10787,0,1,1006
10788,10788,0,1,1009
10789,10789,0,1,1011
10790,10790,0,1,1015
10791,10791,0,1,1015
10792,10792,0,1,1016
10793,10793,0,1,1016
10794,10794,0,1,1017
10795,10795,0,1,1018
10796,10796,0,1,1015
10797,10797,0,1,1016
10798,10798,0,1,1018
10799,10799,0,1,1017
10800,10800,0,1,1016
10801,10801,0,1,1017
10802,10802,0,1,1017
10803,10803,0,1,1018
10804,10804,0,1,1017
10805,10805,0,1,1020
10806,10806,0,1,1020
10807,10807,0,1,1019
10808,10808,0,1,1018
10809,10809,0,1,1019
10810,10810,0,1,1018
10811,10811,0,1,1018
10812,10812,0,1,1016
10813,10813,0,1,1018
10814,10814,0,1,1016
10815,10815,0,1,1016
10816,10816,0,1,1017
10817,10817,0,1,1017
10818,10818,0,1,1003
10819,10819,0,1,989
10820,10820,0,1,973
10821,10821,0,1,962
10822,10822,0,1,957
10823,10823,0,1,953
10824,10824,0,1,951
10825,10825,0,1,950
10826,10826,0,1,946
10827,10827,0,1,947
10828,10828,0,1,946
10829,10829,0,1,946
10830,10830,0,1,947
10831,10831,0,1,948
10832,10832,0,1,945
10833,10833,0,1,946
10834,10834,0,1,946
10835,10835,0,1,956
10836,10836,0,1,973
10837,10837,0,1,987
10838,10838,0,1,1000
10839,10839,0,1,1006
10840,10840,0,1,1010
10841,10841,0,1,1013
10842,10842,0,1,1015
10843,10843,0,1,1018
10844,10844,0,1,1018
10845,10845,0,1,1020
10846,10846,0,1,1019
10847,10847,0,1,1018
10848,10848,0,1,1018
10849,10849,0,1,1019
10850,10850,0,1,1017
10851,10851,0,1,1018
10852,10852,0,1,1015
10853,10853,0,1,998
10854,10854,0,1,982
10855,10855,0,1,969
10856,10856,0,1,960
10857,10857,0,1,956
10858,10858,0,1,952
10859,10859,0,1,948
10860,10860,0,1,949
10861,10861,0,1,947
10862,10862,0,1,946
10863,10863,0,1,946
10864,10864,0,1,947
10865,10865,0,1,946
10866,10866,0,1,947
10867,10867,0,1,946
10868,10868,0,1,946
10869,10869,0,1,948
10870,10870,0,1,960
10871,10871,0,1,977
10872,10872,0,1,991
10873,10873,0,1,1000
10874,10874,0,1,1007
10875,10875,0,1,1010
10876,10876,0,1,1013
10877,10877,0,1,1015
10878,10878,0,1,1016
10879,10879,0,1,1016
10880,10880,0,1,1018
10881,10881,0,1,1016
10882,10882,0,1,1017
10883,10883,0,1,1019
10884,10884,0,1,1017
10885,10885,0,1,1018
10886,10886,0,1,1018
10887,10887,0,1,1009
10888,10888,0,1,996
10889,10889,0,1,978
10890,10890,0,1,968
10891,10891,0,1,958
10892,10892,0,1,955
10893,10893,0,1,950
10894,10894,0,1,948
10895,10895,0,1,946
10896,10896,0,1,946
10897,10897,0,1,943
10898,10898,0,1,943
10899,10899,0,1,944
10900,10900,0,1,943
10901,10901,0,1,945
10902,10902,0,1,945
10903,10903,0,1,944
10904,10904,0,1,944
10905,10905,0,1,943
10906,10906,0,1,945
10907,10907,0,1,946
10908,10908,0,1,947
10909,10909,0,1,946
10910,10910,0,1,943
10911,10911,0,1,945
10912,10912,0,1,943
10913,10913,0,1,943
10914,10914,0,1,944
10915,10915,0,1,943
10916,10916,0,1,944
10917,10917,0,1,943
10918,10918,0,1,944
10919,10919,0,1,943
10920,10920,0,1,945
10921,10921,0,1,945
10922,10922,0,1,960
10923,10923,0,1,976
10924,10924,0,1,988
10925,10925,0,1,997
10926,10926,0,1,1007
10927,10927,0,1,1011
10928,10928,0,1,1013
10929,10929,0,1,1015
10930,10930,0,1,1013
10931,10931,0,1,1017
10932,10932,0,1,1016
10933,10933,0,1,1016
10934,10934,0,1,1014
10935,10935,0,1,1017
10936,10936,0,1,1018
10937,10937,0,1,1019
10938,10938,0,1,1017
10939,10939,0,1,1015
10940,10940,0,1,996
10941,10941,0,1,979
10942,10942,0,1,966
10943,10943,0,1,958
10944,10944,0,1,952
10945,10945,0,1,951
10946,10946,0,1,949
10947,10947,0,1,946
10948,10948,0,1,945
10949,10949,0,1,947
10950,10950,0,1,945
10951,10951,0,1,946
10952,10952,0,1,945
10953,10953,0,1,944
10954,10954,0,1,943
10955,10955,0,1,945
10956,10956,0,1,945
10957,10957,0,1,963
10958,10958,0,1,980
10959,10959,0,1,994
10960,10960,0,1,1000
10961,10961,0,1,1008
10962,10962,0,1,1012
10963,10963,0,1,1011
10964,10964,0,1,1013
10965,10965,0,1,1017
10966,10966,0,1,1016
10967,10967,0,1,1018
10968,10968,0,1,1019
10969,10969,0,1,1017
10970,10970,0,1,1017
10971,10971,0,1,1017
10972,10972,0,1,1016
10973,10973,0,1,1018
10974,10974,0,1,1019
10975,10975,0,1,1018
10976,10976,0,1,1018
10977,10977,0,1,1018
10978,10978,0,1,1017
10979,10979,0,1,1019
10980,10980,0,1,1019
10981,10981,0,1,1019
10982,10982,0,1,1020
10983,10983,0,1,1018
10984,10984,0,1,1019
10985,10985,0,1,1020
10986,10986,0,1,1019
10987,10987,0,1,1021
10988,10988,0,1,1018
10989,10989,0,1,1018
10990,10990,0,1,1016
10991,10991,0,1,1014
10992,10992,0,1,994
10993,10993,0,1,980
10994,10994,0,1,969
10995,10995,0,1,961
10996,10996,0,1,955
10997,10997,0,1,949
10998,10998,0,1,949
10999,10999,0,1,948
11000,11000,0,1,945
11001,11001,0,1,946
11002,11002,0,1,946
11003,11003,0,1,947
11004,11004,0,1,947
11005,11005,0,1,948
11006,11006,0,1,945
11007,11007,0,1,945
11008,11008,0,1,944
11009,11009,0,1,944
11010,11010,0,1,947
11011,11011,0,1,944
11012,11012,0,1,944
11013,11013,0,1,943
11014,11014,0,1,943
11015,11015,0,1,945
11016,11016,0,1,945
11017,11017,0,1,944
11018,11018,0,1,946
11019,11019,0,1,944
11020,11020,0,1,946
11021,11021,0,1,945
11022,11022,0,1,946
11023,11023,0,1,945
11024,11024,0,1,947
11025,11025,0,1,945
11026,11026,0,1,957
11027,11027,0,1,975
11028,11028,0,1,990
11029,11029,0,1,998
11030,11030,0,1,1005
11031,11031,0,1,1009
11032,11032,0,1,1013
11033,11033,0,1,1014
11034,11034,0,1,1016
11035,11035,0,1,1016
11036,11036,0,1,1018
11037,11037,0,1,1015
11038,11038,0,1,1020
11039,11039,0,1,1019
11040,11040,0,1,1017
11041,11041,0,1,1017
11042,11042,0,1,1018
11043,11043,0,1,1016
